ARO Term	ARO Accession	Reference Model Type	Reference DB	Alleles with Mapped Reads	Reference Allele(s) Identity to CARD Reference Protein (%)	Resistomes & Variants: Observed in Genome(s)	Resistomes & Variants: Observed in Plasmid(s)	Resistomes & Variants: Observed Pathogen(s)	Completely Mapped Reads	Mapped Reads with Flanking Sequence	All Mapped Reads	Average Percent Coverage	Average Length Coverage (bp)	Average MAPQ (Completely Mapped Reads)	Number of Mapped Baits	Number of Mapped Baits with Reads	Average Number of reads per Bait	Number of reads per Bait Coefficient of Variation (%)	Number of reads mapping to baits and mapping to complete gene	Number of reads mapping to baits and mapping to complete gene (%)	Mate Pair Linkage (# reads)	Reference Length	AMR Gene Family	Drug Class	Resistance Mechanism
ArnT	3005053	protein homolog model	Resistomes & Variants	8	42.17 - 49.55	YES	NO	Proteus vulgaris; Pseudomonas aeruginosa	564.00	0.00	564.00	29.20	528.38	196.37	0	0	0	0	N/A	N/A		1665; 1650; 1650; 1683; 1650; 2193; 1614; 2388	pmr phosphoethanolamine transferase	peptide antibiotic	antibiotic target alteration
Klebsiella pneumoniae KpnH	3004597	protein homolog model	Resistomes & Variants	1	73.31	YES	NO	Proteus vulgaris	2.00	0.00	2.00	7.25	110.00	188.00	0	0	0	0	N/A	N/A		1518	major facilitator superfamily (MFS) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; penam; peptide antibiotic; penem	antibiotic efflux
kdpE	3003841	protein homolog model	Resistomes & Variants	1	91.74	NO	NO	Salmonella enterica	12.00	0.00	12.00	37.95	337.00	27.58	0	0	0	0	N/A	N/A		888	kdpDE	aminoglycoside antibiotic	antibiotic efflux
Streptomyces venezuelae rox	3007209	protein homolog model	Resistomes & Variants	1	74.21	NO	NO	Rhodococcus rhodochrous	2.00	0.00	2.00	1.33	19.00	34.00	0	0	0	0	N/A	N/A		1428	rifampin monooxygenase	rifamycin antibiotic	antibiotic inactivation
EC-5	3006880	protein homolog model	Resistomes & Variants	1	92.89	YES	NO	Escherichia albertii	1.00	0.00	1.00	21.26	243.00	204.00	0	0	0	0	N/A	N/A		1143	EC beta-lactamase	cephalosporin	antibiotic inactivation
cprR	3005063	protein homolog model	Resistomes & Variants	5	99.55 - 100.0	YES	YES	Pseudomonas aeruginosa; Pseudomonas fluorescens	256.00	0.00	256.00	47.32	320.60	198.40	0	0	0	0	N/A	N/A		672; 672; 672; 711; 672	pmr phosphoethanolamine transferase	peptide antibiotic	antibiotic target alteration; antibiotic efflux
ParR	3005068	protein homolog model	Resistomes & Variants	4	98.72 - 100.0	YES	YES	Pseudomonas aeruginosa; Pseudomonas fluorescens	192.00	0.00	192.00	59.78	423.25	202.07	0	0	0	0	N/A	N/A		708; 708; 708; 708	resistance-nodulation-cell division (RND) antibiotic efflux pump; Outer Membrane Porin (Opr)	macrolide antibiotic; fluoroquinolone antibiotic; monobactam; aminoglycoside antibiotic; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; phenicol antibiotic; penem; disinfecting agents and antiseptics	antibiotic efflux; reduced permeability to antibiotic
OmpA	3005044	protein homolog model	Resistomes & Variants	1	98.88	NO	NO	Klebsiella quasipneumoniae	2.00	0.00	2.00	14.29	153.00	185.00	0	0	0	0	N/A	N/A		1071	General Bacterial Porin with reduced permeability to peptide antibiotics	peptide antibiotic	reduced permeability to antibiotic
OprM	3000379	protein homolog model	Resistomes & Variants	11	97.31 - 100.0	YES	NO	Pseudomonas aeruginosa	1239.00	0.00	1239.00	39.80	599.82	198.67	0	0	0	0	N/A	N/A		1458; 1458; 1458; 1458; 1458; 1443; 1458; 1665; 1464; 1557; 1458	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; monobactam; aminoglycoside antibiotic; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem; disinfecting agents and antiseptics	antibiotic efflux
MuxC	3004075	protein homolog model	Resistomes & Variants	9	99.81 - 100.0	YES	NO	Pseudomonas aeruginosa	165.00	0.00	165.00	11.21	376.67	206.77	0	0	0	0	N/A	N/A		3111; 3111; 3111; 3111; 3132; 3111; 3111; 3111; 6237	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; monobactam; tetracycline antibiotic; aminocoumarin antibiotic	antibiotic efflux
MuxA	3004073	protein homolog model	Resistomes & Variants	3	99.77	YES	NO	Pseudomonas aeruginosa	384.00	0.00	384.00	46.16	591.33	195.47	0	0	0	0	N/A	N/A		1281; 1281; 1281	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; monobactam; tetracycline antibiotic; aminocoumarin antibiotic	antibiotic efflux
FosA	3000149	protein homolog model	Resistomes & Variants	3	99.26 - 100.0	YES	NO	Pseudomonas aeruginosa	104.00	0.00	104.00	87.17	358.67	208.29	0	0	0	0	N/A	N/A		408; 417; 408	fosfomycin thiol transferase	phosphonic acid antibiotic	antibiotic inactivation
MexK	3003693	protein homolog model	Resistomes & Variants	12	98.73 - 99.9	YES	NO	Pseudomonas aeruginosa	1044.00	0.00	1044.00	17.81	548.17	202.74	0	0	0	0	N/A	N/A		3078; 3078; 3078; 3078; 3078; 3078; 3078; 3078; 3078; 3078; 3078; 3078	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; tetracycline antibiotic; disinfecting agents and antiseptics	antibiotic efflux
Pseudomonas aeruginosa CpxR	3004054	protein homolog model	Resistomes & Variants	4	99.56 - 100.0	YES	YES	Pseudomonas aeruginosa	372.00	0.00	372.00	59.25	401.75	179.51	0	0	0	0	N/A	N/A		678; 678; 678; 678	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; monobactam; aminoglycoside antibiotic; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem	antibiotic efflux
mexM	3003704	protein homolog model	Resistomes & Variants	9	98.44 - 98.96	YES	NO	Pseudomonas aeruginosa	324.00	0.00	324.00	33.29	393.89	194.37	0	0	0	0	N/A	N/A		1158; 1299; 1158; 1158; 1080; 1185; 1395; 1134; 1158	resistance-nodulation-cell division (RND) antibiotic efflux pump	phenicol antibiotic	antibiotic efflux
TriA	3003679	protein homolog model	Resistomes & Variants	5	98.43 - 100.0	YES	NO	Pseudomonas aeruginosa	405.00	0.00	405.00	55.25	638.20	211.43	0	0	0	0	N/A	N/A		1152; 1152; 1197; 1104; 1161	resistance-nodulation-cell division (RND) antibiotic efflux pump	disinfecting agents and antiseptics	antibiotic efflux
TriB	3003680	protein homolog model	Resistomes & Variants	9	99.44 - 100.0	YES	NO	Pseudomonas aeruginosa	342.00	0.00	342.00	34.17	366.00	210.27	0	0	0	0	N/A	N/A		1071; 1071; 1071; 1071; 1071; 1071; 1071; 1071; 1071	resistance-nodulation-cell division (RND) antibiotic efflux pump	disinfecting agents and antiseptics	antibiotic efflux
PDC-3	3002500	protein homolog model	Resistomes & Variants	1	100.0	YES	NO	Pseudomonas aeruginosa	365.00	0.00	365.00	100.00	1194.00	217.95	0	0	0	0	N/A	N/A		1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin; cephamycin; penam	antibiotic inactivation
OpmB	3004072	protein homolog model	Resistomes & Variants	9	98.4 - 100.0	YES	NO	Pseudomonas aeruginosa	1122.00	0.00	1122.00	35.06	969.44	211.79	0	0	0	0	N/A	N/A		1500; 1497; 1497; 4587; 1500; 4584; 1500; 1497; 1497	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; monobactam; tetracycline antibiotic; aminocoumarin antibiotic	antibiotic efflux
MexH	3000807	protein homolog model	Resistomes & Variants	11	93.8 - 100.0	YES	NO	Pseudomonas aeruginosa	421.00	0.00	421.00	43.72	530.82	209.42	0	0	0	0	N/A	N/A		1128; 1113; 1113; 1113; 1392; 1197; 1113; 1113; 1392; 1392; 1113	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; tetracycline antibiotic; disinfecting agents and antiseptics	antibiotic efflux
mexP	3003698	protein homolog model	Resistomes & Variants	7	98.18 - 100.0	YES	NO	Pseudomonas aeruginosa	336.00	0.00	336.00	30.46	352.71	205.59	0	0	0	0	N/A	N/A		1158; 1158; 1158; 1158; 1158; 1158; 1158	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; carbapenem; tetracycline antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux
Pseudomonas aeruginosa soxR	3004107	protein homolog model	Resistomes & Variants	3	98.72 - 100.0	YES	NO	Pseudomonas aeruginosa	116.00	0.00	116.00	68.55	329.00	197.28	0	0	0	0	N/A	N/A		471; 471; 498	ATP-binding cassette (ABC) antibiotic efflux pump; major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic target alteration; antibiotic efflux
Pseudomonas aeruginosa catB7	3002679	protein homolog model	Resistomes & Variants	6	96.23 - 99.5	YES	NO	Pseudomonas aeruginosa	578.00	0.00	578.00	69.92	519.67	195.64	0	0	0	0	N/A	N/A		639; 639; 804; 612; 1002; 714	chloramphenicol acetyltransferase (CAT)	phenicol antibiotic	antibiotic inactivation
MexW	3003031	protein homolog model	Resistomes & Variants	11	99.71 - 100.0	YES	NO	Pseudomonas aeruginosa	1273.00	0.00	1273.00	18.85	579.73	199.19	0	0	0	0	N/A	N/A		3057; 3057; 3057; 3057; 3057; 3057; 3162; 3057; 3057; 3162; 3114	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; tetracycline antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux
OprN	3000805	protein homolog model	Resistomes & Variants	5	99.15 - 100.0	YES	NO	Pseudomonas aeruginosa	94.00	0.00	94.00	38.85	551.20	215.35	0	0	0	0	N/A	N/A		1419; 1419; 1419; 1419; 1419	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux
MexV	3003030	protein homolog model	Resistomes & Variants	4	99.2 - 99.73	YES	NO	Pseudomonas aeruginosa	349.00	0.00	349.00	53.96	610.25	216.48	0	0	0	0	N/A	N/A		1131; 1131; 1131; 1131	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; tetracycline antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux
YajC	3005040	protein homolog model	Resistomes & Variants	3	99.11 - 100.0	YES	NO	Pseudomonas aeruginosa	147.00	0.00	147.00	69.42	235.33	183.13	0	0	0	0	N/A	N/A		339; 339; 339	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; oxazolidinone antibiotic; glycopeptide antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux
PmpM	3004077	protein homolog model	Resistomes & Variants	11	99.37 - 100.0	YES	NO	Pseudomonas aeruginosa	428.00	0.00	428.00	31.22	451.55	196.17	0	0	0	0	N/A	N/A		1434; 1434; 1434; 1434; 1434; 1437; 1434; 1434; 1494; 1434; 1494	multidrug and toxic compound extrusion (MATE) transporter	fluoroquinolone antibiotic; aminoglycoside antibiotic; disinfecting agents and antiseptics	antibiotic efflux
mexQ	3003699	protein homolog model	Resistomes & Variants	8	99.34 - 99.91	YES	NO	Pseudomonas aeruginosa	1063.00	0.00	1063.00	23.46	783.00	211.36	0	0	0	0	N/A	N/A		3162; 3186; 3162; 4317; 3162; 3291; 3162; 3162	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; carbapenem; tetracycline antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux
MexB	3000378	protein homolog model	Resistomes & Variants	3	99.24 - 99.9	YES	NO	Pseudomonas aeruginosa	1369.00	0.00	1369.00	38.15	1198.33	192.33	0	0	0	0	N/A	N/A		3141; 3141; 3141	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem	antibiotic efflux
cprS	3005064	protein homolog model	Resistomes & Variants	9	99.3 - 100.0	YES	NO	Pseudomonas aeruginosa	481.00	0.00	481.00	32.28	418.33	199.32	0	0	0	0	N/A	N/A		1296; 1296; 1296; 1296; 1296; 1296; 1296; 1296; 1296	pmr phosphoethanolamine transferase	peptide antibiotic	antibiotic target alteration; antibiotic efflux
vanW gene in vanG cluster	3002965	protein homolog model	Resistomes & Variants	3	31.58	YES	NO	Pseudomonas aeruginosa	426.00	0.00	426.00	58.11	477.67	209.59	0	0	0	0	N/A	N/A		822; 822; 822	vanW; glycopeptide resistance gene cluster	glycopeptide antibiotic	antibiotic target alteration
OpmH	3003682	protein homolog model	Resistomes & Variants	9	95.4 - 99.79	YES	NO	Pseudomonas aeruginosa	614.00	0.00	614.00	35.93	536.00	205.56	0	0	0	0	N/A	N/A		1449; 1449; 1449; 1503; 1449; 1647; 1449; 1449; 1641	resistance-nodulation-cell division (RND) antibiotic efflux pump	disinfecting agents and antiseptics	antibiotic efflux
MexI	3000808	protein homolog model	Resistomes & Variants	10	99.71 - 100.0	YES	NO	Pseudomonas aeruginosa	1069.00	0.00	1069.00	20.01	618.40	206.23	0	0	0	0	N/A	N/A		3090; 3090; 3090; 3090; 3090; 3090; 3090; 3090; 3090; 3090	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; tetracycline antibiotic; disinfecting agents and antiseptics	antibiotic efflux
OprJ	3000802	protein homolog model	Resistomes & Variants	10	98.33 - 99.58	YES	NO	Pseudomonas aeruginosa	391.00	0.00	391.00	27.19	437.50	210.96	0	0	0	0	N/A	N/A		1440; 1440; 1440; 1440; 1440; 1440; 3348; 1440; 1440; 1440	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; cephalosporin; penam; tetracycline antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux
MexD	3000801	protein homolog model	Resistomes & Variants	6	94.57 - 95.52	YES	NO	Pseudomonas aeruginosa	1150.00	0.00	1150.00	27.03	847.83	216.23	0	0	0	0	N/A	N/A		3132; 3132; 3132; 3174; 3132; 3132	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; cephalosporin; penam; tetracycline antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux
MexC	3000800	protein homolog model	Resistomes & Variants	6	98.02 - 100.0	YES	NO	Pseudomonas aeruginosa	424.00	0.00	424.00	44.23	512.50	213.42	0	0	0	0	N/A	N/A		1065; 1065; 1164; 1302; 1065; 1164	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; cephalosporin; penam; tetracycline antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux
opmE	3003700	protein homolog model	Resistomes & Variants	17	97.66 - 99.59	YES	NO	Pseudomonas aeruginosa	513.00	0.00	513.00	21.75	333.47	203.05	0	0	0	0	N/A	N/A		1476; 1476; 1476; 1476; 1476; 1476; 1476; 1476; 1593; 1623; 1506; 1476; 1413; 1629; 1665; 1665; 1665	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; carbapenem; tetracycline antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux
TriC	3003681	protein homolog model	Resistomes & Variants	8	99.8 - 100.0	YES	NO	Pseudomonas aeruginosa	1121.00	0.00	1121.00	24.42	744.38	215.10	0	0	0	0	N/A	N/A		3048; 3048; 3048; 3048; 3048; 3048; 3048; 3048	resistance-nodulation-cell division (RND) antibiotic efflux pump	disinfecting agents and antiseptics	antibiotic efflux
OXA-494	3005727	protein homolog model	Resistomes & Variants	2	99.62	NO	NO	Pseudomonas aeruginosa	3.00	0.00	3.00	34.41	271.50	219.50	0	0	0	0	N/A	N/A		789; 789	OXA beta-lactamase; OXA-50-like beta-lactamase	penam	antibiotic inactivation
mexY	3003033	protein homolog model	Resistomes & Variants	7	93.31 - 93.59	YES	NO	Pseudomonas aeruginosa	696.00	0.00	696.00	23.62	741.14	200.09	0	0	0	0	N/A	N/A		3138; 3138; 3138; 3138; 3138; 3138; 3138	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux
MuxB	3004074	protein homolog model	Resistomes & Variants	7	99.33 - 100.0	YES	NO	Pseudomonas aeruginosa	797.00	0.00	797.00	24.95	781.29	213.38	0	0	0	0	N/A	N/A		3132; 3132; 3132; 3132; 3132; 3132; 3132	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; monobactam; tetracycline antibiotic; aminocoumarin antibiotic	antibiotic efflux
mexN	3003705	protein homolog model	Resistomes & Variants	11	99.52 - 99.71	YES	NO	Pseudomonas aeruginosa	915.00	0.00	915.00	17.35	540.27	209.89	0	0	0	0	N/A	N/A		3111; 3111; 3111; 3111; 3111; 3156; 3111; 3111; 3123; 3111; 3111	resistance-nodulation-cell division (RND) antibiotic efflux pump	phenicol antibiotic	antibiotic efflux
OpmD	3000809	protein homolog model	Resistomes & Variants	11	99.18 - 100.0	YES	NO	Pseudomonas aeruginosa	817.00	0.00	817.00	29.17	560.64	167.76	0	0	0	0	N/A	N/A		1467; 1464; 1464; 1464; 1473; 1464; 1464; 2712; 1464; 1464; 2712	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; tetracycline antibiotic; disinfecting agents and antiseptics	antibiotic efflux
bcr-1	3003801	protein homolog model	Resistomes & Variants	10	75.95 - 100.0	YES	NO	Pseudomonas aeruginosa	886.00	0.00	886.00	47.38	641.60	205.04	0	0	0	0	N/A	N/A		1209; 1212; 1317; 1209; 1122; 1209; 1716; 1221; 1851; 1203	major facilitator superfamily (MFS) antibiotic efflux pump	bicyclomycin-like antibiotic	antibiotic efflux
