ARO Term	ARO Accession	Reference Model Type	Reference DB	Alleles with Mapped Reads	Reference Allele(s) Identity to CARD Reference Protein (%)	Resistomes & Variants: Observed in Genome(s)	Resistomes & Variants: Observed in Plasmid(s)	Resistomes & Variants: Observed Pathogen(s)	Completely Mapped Reads	Mapped Reads with Flanking Sequence	All Mapped Reads	Average Percent Coverage	Average Length Coverage (bp)	Average MAPQ (Completely Mapped Reads)	Number of Mapped Baits	Number of Mapped Baits with Reads	Average Number of reads per Bait	Number of reads per Bait Coefficient of Variation (%)	Number of reads mapping to baits and mapping to complete gene	Number of reads mapping to baits and mapping to complete gene (%)	Mate Pair Linkage (# reads)	Reference Length	AMR Gene Family	Drug Class	Resistance Mechanism
OXA-2	3001397	protein homolog model	CARD; Resistomes & Variants	3	99.64 - 100.0	no data	no data	Salmonella enterica; Escherichia coli; Pseudomonas aeruginosa	268.00	0.00	268.00	73.58	761.00	171.40	0	0	0	0	N/A	N/A		828; 954; 1341	OXA beta-lactamase; OXA-2-like beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
tet(39)	3000566	protein homolog model	CARD	1	100.0	no data	no data	Acinetobacter sp.	127.00	0.00	127.00	100.00	1188.00	189.06	0	0	0	0	N/A	N/A		1188	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
AER-1	3002481	protein homolog model	CARD	1	100.0	no data	no data	Aeromonas hydrophila	2.00	0.00	2.00	33.01	302.00	201.00	0	0	0	0	N/A	N/A		915	AER beta-lactamase	penam	antibiotic inactivation
lsaB	3003111	protein homolog model	CARD	1	100.0	no data	no data	Mammaliicoccus sciuri	1.00	0.00	1.00	1.15	17.00	23.00	0	0	0	0	N/A	N/A		1479	lsa-type ABC-F protein	lincosamide antibiotic; streptogramin antibiotic; pleuromutilin antibiotic	antibiotic target protection
mel	3000616	protein homolog model	CARD	1	100.0	no data	no data	Streptococcus pyogenes	112.00	0.00	112.00	100.00	1218.00	167.33	0	0	0	0	N/A	N/A		1218	msr-type ABC-F protein	macrolide antibiotic; streptogramin antibiotic	antibiotic target protection
tet(44)	3000556	protein homolog model	CARD; Resistomes & Variants	3	97.81 - 100.0	no data	no data	Campylobacter fetus; Clostridium perfringens; Streptococcus suis	4.00	0.00	4.00	10.45	201.00	199.00	0	0	0	0	N/A	N/A		1923; 1923; 1923	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection
tet(32)	3000196	protein homolog model	CARD; Resistomes & Variants	3	98.28 - 100.0	YES	no data	Escherichia coli; Campylobacter concisus; Enterococcus faecalis; Erysipelatoclostridium ramosum; Eubacterium limosum; Faecalibacterium prausnitzii; Roseburia hominis; Ruthenibacterium lactatiformans; Streptococcus anginosus; Streptococcus constellatus; Streptococcus intermedius; Streptococcus pneumoniae; Enterocloster clostridioformis	5.00	0.00	5.00	11.37	218.33	193.83	0	0	0	0	N/A	N/A		1920; 1920; 1920	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection
aadA5	3002605	protein homolog model	CARD; Resistomes & Variants	5	99.62 - 100.0	YES	YES	Escherichia coli; Acinetobacter baumannii; Enterobacter hormaechei; Enterobacter kobei; Klebsiella pneumoniae; Salmonella enterica; Serratia marcescens	274.00	0.00	274.00	63.08	587.00	186.96	0	0	0	0	N/A	N/A		789; 789; 768; 834; 1215	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation
THIN-B	3000851	protein homolog model	CARD	1	100.0	no data	no data	Janthinobacterium lividum	3.00	0.00	3.00	26.50	252.00	111.00	0	0	0	0	N/A	N/A		951	THIN-B beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
OXA-209	3001809	protein homolog model	CARD	1	100.0	no data	no data	Riemerella anatipestifer	2.00	0.00	2.00	24.00	198.00	116.50	0	0	0	0	N/A	N/A		825	OXA beta-lactamase	penam	antibiotic inactivation
OXA-205	3001483	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	5.00	0.00	5.00	36.45	292.00	161.20	0	0	0	0	N/A	N/A		801	OXA beta-lactamase; OXA-46-like beta-lactamase	penam	antibiotic inactivation
OXA-10	3001405	protein homolog model	CARD; Resistomes & Variants	2	99.62 - 100.0	no data	no data	Escherichia coli	17.00	0.00	17.00	49.17	397.00	189.14	0	0	0	0	N/A	N/A		801; 825	OXA beta-lactamase; OXA-10-like beta-lactamase	cephalosporin; penam	antibiotic inactivation
cphA5	3003101	protein homolog model	CARD	1	100.0	no data	no data	Aeromonas salmonicida	2.00	0.00	2.00	30.20	231.00	180.00	0	0	0	0	N/A	N/A		765	CphA beta-lactamase	carbapenem	antibiotic inactivation
catQ	3002687	protein homolog model	CARD	1	100.0	no data	no data	Clostridium perfringens	3.00	0.00	3.00	60.15	397.00	198.67	0	0	0	0	N/A	N/A		660	chloramphenicol acetyltransferase (CAT)	phenicol antibiotic	antibiotic inactivation
FOX-4	3002158	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	2.00	0.00	2.00	22.72	261.00	193.50	0	0	0	0	N/A	N/A		1149	FOX beta-lactamase	cephalosporin; cephamycin	antibiotic inactivation
mphB	3000318	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	2.00	0.00	2.00	22.33	203.00	162.00	0	0	0	0	N/A	N/A		909	macrolide phosphotransferase (MPH)	macrolide antibiotic	antibiotic inactivation
EreB	3000363	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	2.00	0.00	2.00	12.94	163.00	151.50	0	0	0	0	N/A	N/A		1260	macrolide esterase	macrolide antibiotic	antibiotic inactivation
OXA-118	3001768	protein homolog model	CARD	1	100.0	no data	no data	Burkholderia cepacia	2.00	0.00	2.00	37.70	302.00	192.00	0	0	0	0	N/A	N/A		801	OXA beta-lactamase; OXA-46-like beta-lactamase	penam	antibiotic inactivation
mtrD	3000811	protein homolog model	CARD	1	100.0	no data	no data	Neisseria meningitidis	4.00	0.00	4.00	14.64	469.00	116.50	0	0	0	0	N/A	N/A		3204	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; penam	antibiotic efflux
LnuP	3004601	protein homolog model	CARD	1	100.0	no data	no data	Clostridium perfringens	2.00	0.00	2.00	8.58	43.00	146.00	0	0	0	0	N/A	N/A		501	lincosamide nucleotidyltransferase (LNU)	lincosamide antibiotic	antibiotic inactivation
MOX-9	3002191	protein homolog model	CARD; Resistomes & Variants	2	99.74 - 100.0	no data	YES	Citrobacter freundii; Aeromonas veronii	36.00	0.00	36.00	58.65	676.50	184.41	0	0	0	0	N/A	N/A		1152; 1158	MOX beta-lactamase	cephalosporin; cephamycin; penam	antibiotic inactivation
AQU-2	3004647	protein homolog model	CARD	1	100.0	no data	no data	Aeromonas hydrophila	1.00	0.00	1.00	13.21	151.00	174.00	0	0	0	0	N/A	N/A		1143	AQU beta-lactamase	cephalosporin	antibiotic inactivation
Erm(47)	3003908	protein homolog model	CARD	1	100.0	no data	no data	Helcococcus kunzii	1.00	0.00	1.00	20.24	150.00	198.00	0	0	0	0	N/A	N/A		741	Erm 23S ribosomal RNA methyltransferase	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin B antibiotic	antibiotic target alteration
AQU-3	3004648	protein homolog model	CARD	1	100.0	no data	no data	Aeromonas dhakensis	3.00	0.00	3.00	23.32	268.00	96.00	0	0	0	0	N/A	N/A		1149	AQU beta-lactamase	cephalosporin	antibiotic inactivation
OXA-296	3001751	protein homolog model	CARD	1	100.0	no data	no data	Acinetobacter bohemicus	30.00	0.00	30.00	100.00	855.00	180.77	0	0	0	0	N/A	N/A		855	OXA beta-lactamase	penam	antibiotic inactivation
aadA27	3004682	protein homolog model	CARD; Resistomes & Variants	2	98.09 - 100.0	no data	no data	Acinetobacter lwoffii; Acinetobacter johnsonii	29.00	0.00	29.00	85.11	671.50	184.13	0	0	0	0	N/A	N/A		789; 789	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation
rmtE	3004678	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	5.00	0.00	5.00	15.33	126.00	114.20	0	0	0	0	N/A	N/A		822	16S rRNA methyltransferase (G1405)	aminoglycoside antibiotic	antibiotic target alteration
MCR-4.4	3004696	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	4.00	0.00	4.00	21.22	345.00	200.50	0	0	0	0	N/A	N/A		1626	MCR phosphoethanolamine transferase	peptide antibiotic	antibiotic target alteration
tetA(46)	3004032	protein homolog model	CARD	1	100.0	no data	no data	Streptococcus australis	1.00	0.00	1.00	8.75	151.00	191.00	0	0	0	0	N/A	N/A		1725	ATP-binding cassette (ABC) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
tetB(46)	3004033	protein homolog model	CARD	1	100.0	no data	no data	Streptococcus australis	2.00	0.00	2.00	17.27	300.00	110.50	0	0	0	0	N/A	N/A		1737	ATP-binding cassette (ABC) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
MCR-5.2	3004698	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	5.00	0.00	5.00	41.44	680.00	199.20	0	0	0	0	N/A	N/A		1641	MCR phosphoethanolamine transferase	peptide antibiotic	antibiotic target alteration
Klebsiella pneumoniae acrA	3004041	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella pneumoniae	1.00	0.00	1.00	12.61	151.00	166.00	0	0	0	0	N/A	N/A		1197	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux
tet(W/N/W)	3004442	protein homolog model	CARD; Resistomes & Variants	3	79.78 - 100.0	no data	no data	uncultured bacterium; Collinsella aerofaciens; Eggerthella lenta	5.00	0.00	5.00	9.86	190.00	184.00	0	0	0	0	N/A	N/A		1920; 1920; 1938	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection
OXA-280	3001735	protein homolog model	CARD	1	100.0	no data	no data	Acinetobacter johnsonii	9.00	0.00	9.00	78.38	649.00	193.44	0	0	0	0	N/A	N/A		828	OXA beta-lactamase; OXA-211-like beta-lactamase	carbapenem; penam	antibiotic inactivation
mphE	3003741	protein homolog model	CARD; Resistomes & Variants	6	96.38 - 100.0	YES	YES	uncultured bacterium; Acinetobacter baumannii; Escherichia coli; Klebsiella pneumoniae; Klebsiella quasipneumoniae	235.00	0.00	235.00	40.33	364.67	173.52	0	0	0	0	N/A	N/A		885; 924; 948; 918; 909; 840	macrolide phosphotransferase (MPH)	macrolide antibiotic	antibiotic inactivation
qacL	3005098	protein homolog model	CARD; Resistomes & Variants	6	92.59 - 100.0	YES	YES	Vibrio cholerae; Aeromonas hydrophila; Citrobacter amalonaticus; Enterobacter cloacae; Enterobacter hormaechei; Enterobacter kobei; Escherichia coli; Klebsiella michiganensis; Klebsiella quasipneumoniae; Klebsiella pneumoniae; Providencia stuartii; Pseudomonas aeruginosa; Pseudomonas putida; Salmonella enterica; Serratia marcescens; Achromobacter xylosoxidans; Aeromonas veronii; Burkholderia cenocepacia; Burkholderia cepacia; Providencia rettgeri; Vibrio parahaemolyticus; Laribacter hongkongensis	38.00	0.00	38.00	64.91	217.67	177.96	0	0	0	0	N/A	N/A		333; 333; 333; 333; 333; 354	small multidrug resistance (SMR) antibiotic efflux pump	disinfecting agents and antiseptics	antibiotic efflux
EBR-4	3005462	protein homolog model	CARD	1	100.0	no data	no data	Empedobacter falsenii	1.00	0.00	1.00	21.33	151.00	171.00	0	0	0	0	N/A	N/A		708	EBR beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
OXA-498	3005729	protein homolog model	CARD	1	100.0	no data	no data	Acinetobacter johnsonii	2.00	0.00	2.00	35.39	292.00	161.00	0	0	0	0	N/A	N/A		825	OXA beta-lactamase; OXA-211-like beta-lactamase	carbapenem; penam	antibiotic inactivation
OXA-643	3005863	protein homolog model	CARD	1	100.0	no data	no data	Acinetobacter johnsonii	1.00	0.00	1.00	18.30	151.00	197.00	0	0	0	0	N/A	N/A		825	OXA beta-lactamase; OXA-211-like beta-lactamase	carbapenem; penam	antibiotic inactivation
OXA-650	3005866	protein homolog model	CARD; Resistomes & Variants	2	97.08 - 100.0	no data	no data	Acinetobacter johnsonii	10.00	0.00	10.00	51.58	425.50	189.94	0	0	0	0	N/A	N/A		825; 825	OXA beta-lactamase; OXA-211-like beta-lactamase	carbapenem; penam	antibiotic inactivation
OXA-652	3005868	protein homolog model	CARD; Resistomes & Variants	2	97.45 - 100.0	no data	no data	Acinetobacter johnsonii	4.00	0.00	4.00	36.12	298.00	198.50	0	0	0	0	N/A	N/A		825; 825	OXA beta-lactamase; OXA-211-like beta-lactamase	carbapenem; penam	antibiotic inactivation
OXA-736	3005941	protein homolog model	CARD	1	100.0	no data	no data	Bacteria, Viruses,	6.00	0.00	6.00	67.04	537.00	200.50	0	0	0	0	N/A	N/A		801	OXA beta-lactamase; OXA-10-like beta-lactamase	cephalosporin; penam	antibiotic inactivation
OXA-917	3006103	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	87.00	0.00	87.00	100.00	795.00	97.03	0	0	0	0	N/A	N/A		795	OXA beta-lactamase; OXA-427-like beta-lactamase	carbapenem; penam	antibiotic inactivation
Limosilactobacillus reuteri cat-TC	3002671	protein homolog model	CARD	1	100.0	no data	no data	Limosilactobacillus reuteri	1.00	0.00	1.00	6.28	45.00	139.00	0	0	0	0	N/A	N/A		717	chloramphenicol acetyltransferase (CAT)	phenicol antibiotic	antibiotic inactivation
Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	3004480	protein homolog model	CARD; Resistomes & Variants	21	84.09 - 100.0	YES	no data	Bifidobacterium adolescentis; Bifidobacterium animalis; Bifidobacterium bifidum; Bifidobacterium longum; Bifidobacterium thermophilum; Bifidobacterium dentium; Parascardovia denticolens; Gardnerella vaginalis	684.00	0.00	684.00	24.99	896.29	125.56	0	0	0	0	N/A	N/A		3561; 3561; 3561; 3684; 3705; 3684; 3633; 3564; 3564; 3564; 3564; 3564; 3564; 3570; 3570; 3561; 3561; 3552; 3567; 3585; 3636	rifamycin-resistant beta-subunit of RNA polymerase (rpoB)	rifamycin antibiotic	antibiotic target alteration; antibiotic target replacement
MCR-3.17	3007278	protein homolog model	CARD; Resistomes & Variants	2	97.59 - 100.0	YES	no data	Aeromonas; Aeromonas veronii	12.00	0.00	12.00	42.63	692.00	198.44	0	0	0	0	N/A	N/A		1623; 1623	MCR phosphoethanolamine transferase	peptide antibiotic	antibiotic target alteration
mef(J)	3007049	protein homolog model	CARD; Resistomes & Variants	4	99.24 - 100.0	no data	no data	Streptococcus pyogenes; Lactococcus garvieae; Streptococcus uberis; Streptococcus agalactiae	42.00	0.00	42.00	52.71	630.50	193.56	0	0	0	0	N/A	N/A		1194; 1194; 1212; 1194	major facilitator superfamily (MFS) antibiotic efflux pump	macrolide antibiotic	antibiotic efflux
HelR	3007208	protein homolog model	CARD	1	100.0	no data	no data	Streptomyces venezuelae	2.00	0.00	2.00	8.85	192.00	49.50	0	0	0	0	N/A	N/A		2169	helicase-like RNA polymerase protection protein	rifamycin antibiotic	antibiotic target protection
MCR-3.37	3007250	protein homolog model	CARD	1	100.0	no data	no data	Aeromonas veronii	3.00	0.00	3.00	15.90	258.00	192.00	0	0	0	0	N/A	N/A		1623	MCR phosphoethanolamine transferase	peptide antibiotic	antibiotic target alteration
MCR-3.31	3007255	protein homolog model	CARD	1	100.0	no data	no data	uncultured bacterium	2.00	0.00	2.00	18.61	302.00	201.00	0	0	0	0	N/A	N/A		1623	MCR phosphoethanolamine transferase	peptide antibiotic	antibiotic target alteration
LnuH	3004600	protein homolog model	CARD; Resistomes & Variants	7	93.36 - 100.0	YES	no data	Riemerella anatipestifer; Elizabethkingia anophelis; Myroides odoratimimus	20.00	0.00	20.00	32.93	256.00	149.48	0	0	0	0	N/A	N/A		783; 771; 783; 783; 771; 783; 783	lincosamide nucleotidyltransferase (LNU)	lincosamide antibiotic	antibiotic inactivation
IND-17	3007470	protein homolog model	CARD	1	100.0	no data	no data	Chryseobacterium sp.	1.00	0.00	1.00	2.61	19.00	34.00	0	0	0	0	N/A	N/A		729	IND beta-lactamase	carbapenem	antibiotic inactivation
mef(C)	3003745	protein homolog model	CARD	1	100.0	no data	no data	Photobacterium damselae	65.00	0.00	65.00	100.00	1224.00	188.63	0	0	0	0	N/A	N/A		1224	major facilitator superfamily (MFS) antibiotic efflux pump	macrolide antibiotic; tetracycline antibiotic	antibiotic efflux
MdtQ	3007682	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella pneumoniae	3.00	0.00	3.00	24.51	353.00	123.67	0	0	0	0	N/A	N/A		1440	Outer Membrane Porin (Opr)	monobactam; carbapenem; cephalosporin; cephamycin; penam; penem	reduced permeability to antibiotic
qacG	3007015	protein homolog model	Resistomes & Variants	16	35.24 - 50.0	YES	YES	Acinetobacter baumannii; Acinetobacter defluvii; Acinetobacter haemolyticus; Acinetobacter lwoffii; Acinetobacter pittii; Acinetobacter radioresistens; Staphylococcus aureus; Acinetobacter indicus; Acinetobacter johnsonii; Acinetobacter wuhouensis; Aeromonas hydrophila; Aeromonas caviae; Acinetobacter junii; Escherichia coli; Yersinia enterocolitica; Comamonas testosteroni; Burkholderia cenocepacia; Moraxella osloensis; Klebsiella pneumoniae; Paracoccus denitrificans; Pseudomonas fluorescens; Pseudomonas aeruginosa	3578.00	0.00	3578.00	59.08	322.69	140.76	0	0	0	0	N/A	N/A		345; 345; 333; 330; 519; 345; 333; 333; 333; 1182; 345; 345; 1314; 339; 333; 642	small multidrug resistance (SMR) antibiotic efflux pump	disinfecting agents and antiseptics	antibiotic efflux
tet(Q)	3000191	protein homolog model	Resistomes & Variants	18	31.06 - 99.85	NO	NO	Anaerostipes hadrus; Alistipes putredinis; Bacteroides ovatus; Bacteroides thetaiotaomicron; Collinsella aerofaciens; Phocaeicola massiliensis; Phocaeicola vulgatus; Parabacteroides distasonis; Phocaeicola dorei; Bacteroides fragilis	85.00	0.00	85.00	20.21	410.39	183.70	0	0	0	0	N/A	N/A		2643; 2643; 2643; 2643; 2643; 1974; 1974; 1926; 2004; 1926; 1974; 1974; 1974; 1926; 1152; 1947; 1302; 1995	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection
vanW gene in vanI cluster	3003724	protein homolog model	Resistomes & Variants	3	25.07 - 29.3	YES	NO	Anaerostipes hadrus; Roseburia hominis	7.00	0.00	7.00	19.47	296.33	186.22	0	0	0	0	N/A	N/A		1476; 1497; 1596	vanW; glycopeptide resistance gene cluster	glycopeptide antibiotic	antibiotic target alteration
vanT gene in vanG cluster	3002972	protein homolog model	Resistomes & Variants	28	29.85 - 48.11	YES	NO	Anaerostipes hadrus; Aeromonas enteropelogenes; Alistipes putredinis; Borrelia hermsii; Bacteroides ovatus; Dysosmobacter welbionis; Collinsella aerofaciens; Roseburia hominis; Paeniclostridium sordellii; Lysobacter oculi; Phocaeicola vulgatus; Faecalibacterium prausnitzii; Streptococcus sobrinus; Erysipelatoclostridium ramosum; Staphylococcus pasteuri; Phocaeicola dorei; Pseudomonas fluorescens; Gordonibacter urolithinfaciens	58.00	0.00	58.00	14.89	194.04	150.27	0	0	0	0	N/A	N/A		1164; 1185; 2373; 1101; 2541; 1167; 1146; 1146; 1131; 1164; 1125; 2466; 2466; 1203; 1197; 1203; 1197; 1203; 1203; 1203; 1104; 1131; 1074; 1149; 2466; 1230; 1230; 1527	glycopeptide resistance gene cluster; vanT	glycopeptide antibiotic	antibiotic target alteration
vanG	3002909	protein homolog model	Resistomes & Variants	18	37.12 - 41.09	YES	NO	Anaerostipes hadrus; Citrobacter freundii; Enterobacter cloacae; Faecalibacterium prausnitzii; Raoultella planticola; Pseudomonas chlororaphis; Klebsiella michiganensis; Pseudomonas fluorescens	28.00	0.00	28.00	17.92	197.17	170.38	0	0	0	0	N/A	N/A		1062; 1062; 1233; 1101; 1101; 1098; 1101; 1095; 1095; 1098; 1098; 1095; 1131; 1095; 1095; 1095; 1095; 1095	glycopeptide resistance gene cluster; Van ligase	glycopeptide antibiotic	antibiotic target alteration
MOX-12	3006477	protein homolog model	Resistomes & Variants	2	94.52 - 98.43	NO	YES	Aeromonas caviae; Aeromonas hydrophila	12.00	0.00	12.00	14.74	194.00	161.95	0	0	0	0	N/A	N/A		1443; 1152	MOX beta-lactamase	cephalosporin; cephamycin; penam	antibiotic inactivation
ArnT	3005053	protein homolog model	Resistomes & Variants	9	41.54 - 66.39	YES	NO	Aeromonas hydrophila; Citrobacter youngae; Escherichia coli; Shigella flexneri; Pseudomonas fluorescens	30.00	0.00	30.00	11.33	185.33	179.73	0	0	0	0	N/A	N/A		1644; 1644; 1656; 1653; 1518; 1650; 1656; 1647; 1650	pmr phosphoethanolamine transferase	peptide antibiotic	antibiotic target alteration
