ARO Term	ARO Accession	Reference Model Type	Reference DB	Alleles with Mapped Reads	Reference Allele(s) Identity to CARD Reference Protein (%)	Resistomes & Variants: Observed in Genome(s)	Resistomes & Variants: Observed in Plasmid(s)	Resistomes & Variants: Observed Pathogen(s)	Completely Mapped Reads	Mapped Reads with Flanking Sequence	All Mapped Reads	Average Percent Coverage	Average Length Coverage (bp)	Average MAPQ (Completely Mapped Reads)	Number of Mapped Baits	Number of Mapped Baits with Reads	Average Number of reads per Bait	Number of reads per Bait Coefficient of Variation (%)	Number of reads mapping to baits and mapping to complete gene	Number of reads mapping to baits and mapping to complete gene (%)	Mate Pair Linkage (# reads)	Reference Length	AMR Gene Family	Drug Class	Resistance Mechanism
OXY-6-1	3002413	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella oxytoca	273.00	0.00	273.00	100.00	876.00	192.93	0	0	0	0	N/A	N/A		876	OXY beta-lactamase	monobactam; cephalosporin; penam	antibiotic inactivation
MOX-5	3002188	protein homolog model	CARD	1	100.0	no data	no data	Aeromonas caviae	6.00	0.00	6.00	30.30	349.00	167.33	0	0	0	0	N/A	N/A		1152	MOX beta-lactamase	cephalosporin; cephamycin; penam	antibiotic inactivation
OXA-256	3001502	protein homolog model	CARD	1	100.0	no data	no data	Enterobacter cloacae	12.00	0.00	12.00	83.02	665.00	200.25	0	0	0	0	N/A	N/A		801	OXA beta-lactamase; OXA-10-like beta-lactamase	cephalosporin; penam	antibiotic inactivation
CMY-70	3002083	protein homolog model	CARD; Resistomes & Variants	4	96.59 - 100.0	no data	no data	Citrobacter braakii; Citrobacter freundii; Citrobacter amalonaticus	842.00	0.00	842.00	87.61	1004.00	182.21	0	0	0	0	N/A	N/A		1146; 1146; 1146; 1146	CMY beta-lactamase	cephamycin	antibiotic inactivation
OXA-35	3001429	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	257.00	0.00	257.00	100.00	801.00	198.46	0	0	0	0	N/A	N/A		801	OXA beta-lactamase; OXA-10-like beta-lactamase	cephalosporin; penam	antibiotic inactivation
FOX-3	3002157	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella oxytoca	2177.00	0.00	2177.00	100.00	1149.00	183.94	0	0	0	0	N/A	N/A		1149	FOX beta-lactamase	cephalosporin; cephamycin	antibiotic inactivation
CMY-48	3002059	protein homolog model	CARD; Resistomes & Variants	11	98.43 - 100.0	YES	no data	Citrobacter freundii	843.00	0.00	843.00	67.70	775.82	199.20	0	0	0	0	N/A	N/A		1146; 1146; 1146; 1146; 1146; 1146; 1146; 1146; 1146; 1146; 1146	CMY beta-lactamase	cephamycin	antibiotic inactivation
QnrB38	3002753	protein homolog model	CARD; Resistomes & Variants	5	100.0	YES	no data	Citrobacter freundii; Enterobacter hormaechei	141.00	0.00	141.00	77.80	501.80	195.01	0	0	0	0	N/A	N/A		645; 645; 645; 645; 645	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection
TLA-2	3003203	protein homolog model	CARD	1	100.0	no data	no data	uncultured bacterium	1132.00	0.00	1132.00	100.00	915.00	168.80	0	0	0	0	N/A	N/A		915	TLA beta-lactamase	monobactam; cephalosporin	antibiotic inactivation
CARB-4	3002243	protein homolog model	CARD; Resistomes & Variants	3	99.31 - 100.0	no data	YES	Pseudomonas aeruginosa; Acinetobacter baumannii; Pseudomonas putida; Pseudomonas stutzeri	209.00	0.00	209.00	83.97	728.00	198.75	0	0	0	0	N/A	N/A		867; 867; 867	CARB beta-lactamase	penam	antibiotic inactivation
VEB-5	3002375	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	20.00	0.00	20.00	75.44	679.00	193.65	0	0	0	0	N/A	N/A		900	VEB beta-lactamase	monobactam; cephalosporin	antibiotic inactivation
arr-8	3002853	protein homolog model	CARD; Resistomes & Variants	2	98.0 - 100.0	no data	no data	Klebsiella oxytoca; Klebsiella pneumoniae; Pseudomonas aeruginosa	318.00	0.00	318.00	100.00	453.00	186.63	0	0	0	0	N/A	N/A		453; 453	rifampin ADP-ribosyltransferase (Arr)	rifamycin antibiotic	antibiotic inactivation
APH(2'')-Ie	3002634	protein homolog model	CARD	1	100.0	no data	no data	Enterococcus casseliflavus	389.00	0.00	389.00	100.00	906.00	195.87	0	0	0	0	N/A	N/A		906	APH(2'')	aminoglycoside antibiotic	antibiotic inactivation
AAC(6')-IIb	3002595	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas fluorescens	31.00	0.00	31.00	100.00	543.00	171.97	0	0	0	0	N/A	N/A		543	AAC(6')	aminoglycoside antibiotic	antibiotic inactivation
cphA7	3003103	protein homolog model	CARD; Resistomes & Variants	17	96.44 - 100.0	YES	no data	Aeromonas jandaei; Aeromonas hydrophila; Aeromonas veronii	729.00	0.00	729.00	68.21	521.18	189.33	0	0	0	0	N/A	N/A		765; 765; 762; 765; 762; 765; 762; 765; 765; 765; 765; 765; 762; 765; 765; 765; 762	CphA beta-lactamase	carbapenem	antibiotic inactivation
catB3	3002676	protein homolog model	CARD; Resistomes & Variants	17	79.02 - 100.0	YES	YES	Enterobacter cloacae; Acinetobacter johnsonii; Acinetobacter wuhouensis; Achromobacter xylosoxidans; Acinetobacter baumannii; Aeromonas veronii; Burkholderia cenocepacia; Escherichia coli; Klebsiella pneumoniae; Salmonella enterica; Klebsiella quasipneumoniae; Providencia stuartii; Proteus mirabilis; Enterobacter hormaechei	5077.00	0.00	5077.00	67.18	407.65	176.96	0	0	0	0	N/A	N/A		633; 633; 651; 651; 651; 651; 651; 555; 585; 633; 516; 546; 633; 633; 681; 360; 549	chloramphenicol acetyltransferase (CAT)	phenicol antibiotic	antibiotic inactivation
cpxA	3000830	protein homolog model	CARD; Resistomes & Variants	139	96.94 - 100.0	YES	no data	Escherichia coli; Shigella boydii; Shigella dysenteriae; Shigella flexneri; Shigella sonnei; Salmonella enterica	16450.00	0.00	16450.00	45.78	622.33	164.48	0	0	0	0	N/A	N/A		1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 1374; 252	resistance-nodulation-cell division (RND) antibiotic efflux pump	aminoglycoside antibiotic; aminocoumarin antibiotic	antibiotic efflux
dfrA21	3003017	protein homolog model	CARD; Resistomes & Variants	2	99.39 - 100.0	no data	no data	Salmonella enterica; Escherichia coli	187.00	0.00	187.00	93.97	468.00	194.43	0	0	0	0	N/A	N/A		498; 498	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement
vgaALC	3002830	protein homolog model	CARD	1	100.0	no data	no data	Staphylococcus haemolyticus	55.00	0.00	55.00	91.78	1440.00	172.42	0	0	0	0	N/A	N/A		1569	vga-type ABC-F protein	lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; pleuromutilin antibiotic	antibiotic target protection
tet(42)	3000572	protein homolog model	CARD	1	100.0	no data	no data	Micrococcus sp.	28.00	0.00	28.00	78.48	1010.00	146.00	0	0	0	0	N/A	N/A		1287	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
CMY-39	3002050	protein homolog model	CARD	1	100.0	no data	no data	Citrobacter freundii	6.00	0.00	6.00	55.85	640.00	200.83	0	0	0	0	N/A	N/A		1146	CMY beta-lactamase	cephamycin	antibiotic inactivation
arr-4	3002849	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	3.00	0.00	3.00	45.70	207.00	104.33	0	0	0	0	N/A	N/A		453	rifampin ADP-ribosyltransferase (Arr)	rifamycin antibiotic	antibiotic inactivation
CfxA2	3003002	protein homolog model	CARD; Resistomes & Variants	12	99.38 - 100.0	YES	no data	Prevotella intermedia; Bacteroides ovatus; Bacteroides caccae; Bacteroides thetaiotaomicron; Phocaeicola vulgatus; Bacteroides fragilis; Parabacteroides distasonis; Phocaeicola dorei	22454.00	0.00	22454.00	70.26	677.58	192.47	0	0	0	0	N/A	N/A		966; 966; 966; 966; 966; 966; 966; 933; 966; 966; 966; 966	CfxA beta-lactamase	cephamycin	antibiotic inactivation
GES-14	3002343	protein homolog model	CARD	1	100.0	no data	no data	Acinetobacter baumannii	6.00	0.00	6.00	51.27	443.00	199.33	0	0	0	0	N/A	N/A		864	GES beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
adeS	3000549	protein homolog model	CARD; Resistomes & Variants	3	96.97 - 100.0	no data	no data	Acinetobacter baumannii	154.00	0.00	154.00	89.93	597.67	184.25	0	0	0	0	N/A	N/A		1086; 303; 732	resistance-nodulation-cell division (RND) antibiotic efflux pump	glycylcycline; tetracycline antibiotic	antibiotic efflux
OXA-12	3001407	protein homolog model	CARD; Resistomes & Variants	5	96.97 - 100.0	YES	no data	Aeromonas sobria; Aeromonas veronii	187.00	0.00	187.00	46.57	370.20	192.90	0	0	0	0	N/A	N/A		795; 795; 795; 795; 795	OXA beta-lactamase; OXA-12-like beta-lactamase	penam	antibiotic inactivation
OCH-3	3002516	protein homolog model	CARD	1	100.0	no data	no data	Brucella anthropi	27.00	0.00	27.00	62.32	731.00	137.26	0	0	0	0	N/A	N/A		1173	OCH beta-lactamase	monobactam; cephalosporin; cephamycin; penam; penem	antibiotic inactivation
CMY-105	3002117	protein homolog model	CARD	1	100.0	no data	no data	Citrobacter freundii	7.00	0.00	7.00	30.28	347.00	198.71	0	0	0	0	N/A	N/A		1146	CMY beta-lactamase	cephamycin	antibiotic inactivation
AAC(3)-Ib/AAC(6')-Ib''	3002600	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	26.00	0.00	26.00	58.11	584.00	194.88	0	0	0	0	N/A	N/A		1005	aminoglycoside bifunctional resistance protein	aminoglycoside antibiotic	antibiotic inactivation
LEN-9	3002459	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella variicola	11.00	0.00	11.00	61.79	532.00	196.45	0	0	0	0	N/A	N/A		861	LEN beta-lactamase	penam; penem	antibiotic inactivation
npmA	3002665	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	6.00	0.00	6.00	76.67	506.00	198.17	0	0	0	0	N/A	N/A		660	16S rRNA methyltransferase (A1408)	aminoglycoside antibiotic	antibiotic target alteration
CMY-100	3002112	protein homolog model	CARD	1	100.0	no data	no data	Citrobacter freundii	27.00	0.00	27.00	88.22	1011.00	193.93	0	0	0	0	N/A	N/A		1146	CMY beta-lactamase	cephamycin	antibiotic inactivation
GES-3	3002332	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella pneumoniae	88.00	0.00	88.00	65.28	564.00	200.35	0	0	0	0	N/A	N/A		864	GES beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
OXA-181	3001784	protein homolog model	CARD; Resistomes & Variants	2	92.45 - 100.0	no data	no data	Klebsiella pneumoniae; Shewanella putrefaciens	290.00	0.00	290.00	76.75	612.50	195.20	0	0	0	0	N/A	N/A		798; 798	OXA beta-lactamase; OXA-48-like beta-lactamase	carbapenem; penam	antibiotic inactivation
OXA-9	3001404	protein homolog model	CARD; Resistomes & Variants	3	99.6 - 100.0	no data	YES	Klebsiella pneumoniae; Klebsiella quasipneumoniae	2027.00	0.00	2027.00	66.90	544.33	197.12	0	0	0	0	N/A	N/A		825; 762; 825	OXA beta-lactamase; OXA-9-like beta-lactamase	penam	antibiotic inactivation
APH(3')-VIIa	3002654	protein homolog model	CARD	1	100.0	no data	no data	Campylobacter jejuni	1.00	0.00	1.00	20.05	151.00	197.00	0	0	0	0	N/A	N/A		753	APH(3')	aminoglycoside antibiotic	antibiotic inactivation
CMY-65	3002078	protein homolog model	CARD; Resistomes & Variants	4	100.0	YES	no data	Citrobacter sp.; Citrobacter freundii	172.00	0.00	172.00	75.33	863.25	200.01	0	0	0	0	N/A	N/A		1146; 1146; 1146; 1146	CMY beta-lactamase	cephamycin	antibiotic inactivation
QnrB13	3002727	protein homolog model	CARD	1	100.0	no data	no data	Citrobacter freundii	21.00	0.00	21.00	85.76	584.00	200.48	0	0	0	0	N/A	N/A		681	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection
CfxA6	3003097	protein homolog model	CARD	1	100.0	no data	no data	uncultured organism	16992.00	0.00	16992.00	100.00	996.00	192.90	0	0	0	0	N/A	N/A		996	CfxA beta-lactamase	cephamycin	antibiotic inactivation
CMY-8	3002019	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella pneumoniae	8.00	0.00	8.00	53.00	609.00	200.00	0	0	0	0	N/A	N/A		1149	CMY beta-lactamase	cephamycin	antibiotic inactivation
imiS	3003095	protein homolog model	CARD; Resistomes & Variants	2	99.21 - 100.0	YES	no data	Aeromonas veronii; Aeromonas hydrophila	33.00	0.00	33.00	56.55	431.50	193.94	0	0	0	0	N/A	N/A		768; 762	CphA beta-lactamase	carbapenem	antibiotic inactivation
CMY-85	3002098	protein homolog model	CARD	1	100.0	no data	no data	Citrobacter freundii	6.00	0.00	6.00	47.82	548.00	194.33	0	0	0	0	N/A	N/A		1146	CMY beta-lactamase	cephamycin	antibiotic inactivation
OXA-85	3001780	protein homolog model	CARD; Resistomes & Variants	3	100.0	no data	no data	Fusobacterium nucleatum; Fusobacterium necrophorum	1040.00	0.00	1040.00	74.03	566.33	199.08	0	0	0	0	N/A	N/A		765; 765; 765	OXA beta-lactamase	penam	antibiotic inactivation
APH(3')-Ia	3002641	protein homolog model	CARD; Resistomes & Variants	39	96.68 - 100.0	YES	YES	Serratia marcescens; Acinetobacter baumannii; Escherichia coli; Klebsiella pneumoniae; Proteus mirabilis; Histophilus somni; Klebsiella michiganensis; Salmonella enterica; Morganella morganii; Mycobacterium tuberculosis; Klebsiella oxytoca; Enterobacter hormaechei	1882.00	0.00	1882.00	56.33	466.87	186.49	0	0	0	0	N/A	N/A		816; 822; 807; 816; 816; 726; 822; 816; 816; 816; 912; 816; 816; 816; 900; 816; 813; 900; 816; 816; 831; 855; 1014; 816; 816; 843; 762; 762; 864; 759; 816; 816; 816; 816; 816; 795; 816; 816; 816	APH(3')	aminoglycoside antibiotic	antibiotic inactivation
CfxA4	3003005	protein homolog model	CARD; Resistomes & Variants	3	99.69 - 100.0	YES	no data	Bacteroides fragilis; Bacteroides ovatus; Bacteroides thetaiotaomicron; Parabacteroides distasonis; Phocaeicola dorei; Phocaeicola vulgatus	606.00	0.00	606.00	70.05	676.67	196.66	0	0	0	0	N/A	N/A		966; 966; 966	CfxA beta-lactamase	cephamycin	antibiotic inactivation
ErmQ	3000593	protein homolog model	CARD	1	100.0	no data	no data	Clostridium perfringens	80.00	0.00	80.00	100.00	774.00	198.54	0	0	0	0	N/A	N/A		774	Erm 23S ribosomal RNA methyltransferase	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic	antibiotic target alteration
IND-11	3002267	protein homolog model	CARD	1	100.0	no data	no data	Chryseobacterium indologenes	2.00	0.00	2.00	41.12	301.00	200.50	0	0	0	0	N/A	N/A		732	IND beta-lactamase	carbapenem	antibiotic inactivation
CMY-118	3002129	protein homolog model	CARD; Resistomes & Variants	2	97.38 - 100.0	no data	no data	Citrobacter freundii; Citrobacter youngae	88.00	0.00	88.00	39.53	453.00	198.47	0	0	0	0	N/A	N/A		1146; 1146	CMY beta-lactamase	cephamycin	antibiotic inactivation
CMY-35	3002046	protein homolog model	CARD	1	100.0	no data	no data	Citrobacter freundii	5.00	0.00	5.00	50.79	582.00	200.00	0	0	0	0	N/A	N/A		1146	CMY beta-lactamase	cephamycin	antibiotic inactivation
CTX-M-36	3001898	protein homolog model	CARD; Resistomes & Variants	3	100.0	no data	no data	Escherichia coli; Klebsiella pneumoniae; Enterobacter hormaechei	23.00	0.00	23.00	54.72	479.33	192.29	0	0	0	0	N/A	N/A		876; 876; 876	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
TEM-148	3001015	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	4.00	0.00	4.00	42.74	368.00	198.50	0	0	0	0	N/A	N/A		861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
aadA9	3002609	protein homolog model	CARD; Resistomes & Variants	3	100.0	YES	no data	Corynebacterium sp.; Trueperella pyogenes; Proteus mirabilis; Salmonella enterica	57.00	0.00	57.00	53.82	486.00	197.20	0	0	0	0	N/A	N/A		900; 840; 978	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation
JOHN-1	3000840	protein homolog model	CARD	1	100.0	no data	no data	Flavobacterium johnsoniae	1.00	0.00	1.00	4.28	32.00	132.00	0	0	0	0	N/A	N/A		747	JOHN beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
CepS	3003553	protein homolog model	CARD; Resistomes & Variants	19	95.55 - 100.0	YES	no data	Aeromonas sobria; Aeromonas hydrophila	723.00	0.00	723.00	69.96	868.84	179.47	0	0	0	0	N/A	N/A		1149; 1149; 1149; 1272; 1272; 1272; 1272; 1272; 1149; 1272; 1272; 1272; 1272; 1272; 1272; 1272; 1272; 1149; 1272	CepS beta-lactamase	cephalosporin	antibiotic inactivation
vanXY gene in vanG cluster	3003069	protein homolog model	CARD; Resistomes & Variants	2	96.46 - 100.0	YES	no data	Enterococcus faecalis; Streptococcus agalactiae	104.00	0.00	104.00	87.91	672.50	188.04	0	0	0	0	N/A	N/A		765; 765	glycopeptide resistance gene cluster; vanXY	glycopeptide antibiotic	antibiotic target alteration
mexX	3003034	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	3.00	0.00	3.00	32.39	379.00	119.33	0	0	0	0	N/A	N/A		1170	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux
OXY-3-1	3002409	protein homolog model	CARD; Resistomes & Variants	5	92.76 - 100.0	YES	no data	Klebsiella oxytoca; Klebsiella huaxiensis	379.00	0.00	379.00	96.61	842.20	189.64	0	0	0	0	N/A	N/A		867; 873; 873; 873; 873	OXY beta-lactamase	monobactam; cephalosporin; penam	antibiotic inactivation
QnrB24	3002739	protein homolog model	CARD	1	100.0	no data	no data	Citrobacter freundii	3.00	0.00	3.00	24.52	167.00	201.00	0	0	0	0	N/A	N/A		681	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection
OXA-278	3001681	protein homolog model	CARD	1	100.0	no data	no data	Acinetobacter schindleri	2.00	0.00	2.00	36.10	300.00	200.50	0	0	0	0	N/A	N/A		831	OXA beta-lactamase; OXA-134-like beta-lactamase	carbapenem; penam	antibiotic inactivation
CMY-83	3002096	protein homolog model	CARD	1	100.0	no data	no data	Citrobacter braakii	225.00	0.00	225.00	93.37	1070.00	199.63	0	0	0	0	N/A	N/A		1146	CMY beta-lactamase	cephamycin	antibiotic inactivation
MIR-3	3002169	protein homolog model	CARD	1	100.0	no data	no data	Enterobacter cloacae	239.00	0.00	239.00	100.00	1146.00	195.91	0	0	0	0	N/A	N/A		1146	MIR beta-lactamase	monobactam; cephalosporin	antibiotic inactivation
mdtH	3001216	protein homolog model	CARD; Resistomes & Variants	67	96.02 - 100.0	YES	YES	Escherichia coli; Shigella flexneri; Shigella boydii; Shigella dysenteriae; Shigella sonnei; Escherichia albertii; Escherichia marmotae	6035.00	0.00	6035.00	52.44	635.03	172.02	0	0	0	0	N/A	N/A		1209; 1209; 1209; 1209; 1209; 1209; 1209; 1209; 1209; 1209; 1209; 1209; 1209; 1209; 1209; 1209; 1209; 1209; 1209; 1209; 1209; 1209; 1209; 1209; 1209; 1209; 1209; 1209; 1209; 1209; 1209; 1209; 1209; 1209; 1209; 1209; 1209; 1209; 1209; 1251; 1209; 1209; 1209; 1209; 1209; 1209; 1209; 1209; 1209; 1209; 1209; 1209; 1209; 1209; 1209; 1209; 1209; 1209; 1209; 1209; 1209; 1209; 1209; 1209; 1209; 1239; 1209	major facilitator superfamily (MFS) antibiotic efflux pump	fluoroquinolone antibiotic	antibiotic efflux
mepA	3000026	protein homolog model	CARD	1	100.0	no data	no data	Staphylococcus aureus	12.00	0.00	12.00	73.53	997.00	198.08	0	0	0	0	N/A	N/A		1356	multidrug and toxic compound extrusion (MATE) transporter	glycylcycline; tetracycline antibiotic	antibiotic efflux
QnrS1	3002790	protein homolog model	CARD	1	100.0	no data	no data	Salmonella enterica	36.00	0.00	36.00	82.50	542.00	200.08	0	0	0	0	N/A	N/A		657	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection
QnrB61	3002774	protein homolog model	CARD	1	100.0	no data	no data	Citrobacter braakii	106.00	0.00	106.00	90.85	586.00	193.37	0	0	0	0	N/A	N/A		645	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection
APH(2'')-IVa	3002637	protein homolog model	CARD	1	100.0	no data	no data	Enterococcus casseliflavus	15.00	0.00	15.00	98.01	888.00	198.47	0	0	0	0	N/A	N/A		906	APH(2'')	aminoglycoside antibiotic	antibiotic inactivation
OXA-46	3001797	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	1259.00	0.00	1259.00	100.00	801.00	192.59	0	0	0	0	N/A	N/A		801	OXA beta-lactamase; OXA-46-like beta-lactamase	penam	antibiotic inactivation
VIM-2	3002272	protein homolog model	CARD; Resistomes & Variants	2	99.62 - 100.0	no data	no data	Pseudomonas aeruginosa	30.00	0.00	30.00	75.95	669.50	198.81	0	0	0	0	N/A	N/A		801; 933	VIM beta-lactamase	carbapenem; cephalosporin; cephamycin; penam; penem	antibiotic inactivation
MIR-16	3002181	protein homolog model	CARD	1	100.0	no data	no data	Enterobacter asburiae	43.00	0.00	43.00	83.77	960.00	200.05	0	0	0	0	N/A	N/A		1146	MIR beta-lactamase	monobactam; cephalosporin	antibiotic inactivation
AAC(3)-IIIb	3002537	protein homolog model	CARD; Resistomes & Variants	2	91.82 - 100.0	no data	no data	Pseudomonas aeruginosa	23.00	0.00	23.00	47.87	393.00	172.67	0	0	0	0	N/A	N/A		819; 825	AAC(3)	aminoglycoside antibiotic	antibiotic inactivation
OXA-204	3001788	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella pneumoniae	40.00	0.00	40.00	98.50	786.00	198.90	0	0	0	0	N/A	N/A		798	OXA beta-lactamase; OXA-48-like beta-lactamase	carbapenem; penam	antibiotic inactivation
OCH-7	3002520	protein homolog model	CARD	1	100.0	no data	no data	Brucella anthropi	15.00	0.00	15.00	72.12	846.00	190.07	0	0	0	0	N/A	N/A		1173	OCH beta-lactamase	monobactam; cephalosporin; cephamycin; penam; penem	antibiotic inactivation
